Date,Gender,Annual Income,Company,Model,Engine,Transmission,Color,Price,Body Style,Dealer_Region
10/2/2023,Male,476000,Mercury,Sable,Overhead Camshaft,Manual,Red,61000,Sedan,Aurora
10/2/2023,Male,13500,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41000,SUV,Greenville
10/2/2023,Male,13500,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Red,15000,Sedan,Pasco
10/2/2023,Male,830000,Volvo,C70,Overhead Camshaft,Manual,Pale White,24000,Hatchback,Janesville
10/2/2023,Female,13500,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,41000,Hatchback,Scottsdale
10/2/2023,Male,706000,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,Hatchback,Austin
10/2/2023,Male,920000,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,Sedan,Janesville
10/2/2023,Male,1460000,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29000,Passenger,Austin
10/2/2023,Male,310000,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21000,SUV,Middletown
10/2/2023,Male,1200000,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,SUV,Aurora
10/2/2023,Male,1430000,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23001,Hardtop,Pasco
10/2/2023,Male,13500,Ford,F-Series,Overhead Camshaft,Manual,Pale White,14000,Passenger,Pasco
10/2/2023,Male,1575000,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20500,SUV,Janesville
10/2/2023,Male,830000,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,Hatchback,Scottsdale
10/3/2023,Male,475000,Ford,Mustang,Overhead Camshaft,Manual,Red,43000,Hatchback,Greenville
10/3/2023,Male,1400000,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,Sedan,Pasco
10/3/2023,Female,805000,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45001,Hardtop,Janesville
10/3/2023,Female,541000,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18000,Sedan,Scottsdale
10/3/2023,Male,790000,Ford,Focus,Overhead Camshaft,Manual,Red,17001,Hardtop,Aurora
10/3/2023,Female,13500,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,Hatchback,Middletown
10/3/2023,Male,590000,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,Hatchback,Aurora
10/3/2023,Male,480000,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,37000,Passenger,Aurora
10/3/2023,Male,1600000,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,Passenger,Greenville
10/3/2023,Female,13500,Chrysler,Concorde,Overhead Camshaft,Manual,Pale White,28000,Hardtop,Austin
10/3/2023,Male,920000,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,49001,Hatchback,Janesville
10/3/2023,Male,13500,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25000,Sedan,Scottsdale
10/3/2023,Male,1600000,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,Sedan,Austin
10/3/2023,Male,1010000,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,SUV,Middletown
10/3/2023,Male,2300000,Toyota,RAV4,Overhead Camshaft,Manual,Black,85000,Hatchback,Austin
10/3/2023,Female,651500,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12500,Hardtop,Greenville
10/3/2023,Male,261000,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27000,Hardtop,Janesville
10/3/2023,Male,970000,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000,Sedan,Greenville
10/3/2023,Female,1900000,Mercury,Cougar,Overhead Camshaft,Manual,Pale White,28000,Hatchback,Pasco
10/3/2023,Male,1070000,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,27000,SUV,Janesville
10/3/2023,Male,13500,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,Sedan,Scottsdale
10/3/2023,Female,13500,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Scottsdale
10/3/2023,Male,13500,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Austin
10/3/2023,Male,13500,Honda,Civic,Overhead Camshaft,Manual,Black,43001,Hatchback,Aurora
10/3/2023,Male,358500,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16501,Passenger,Greenville
10/3/2023,Male,2100000,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hardtop,Middletown
10/3/2023,Male,13500,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33001,Hatchback,Janesville
10/3/2023,Male,13500,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16000,Hardtop,Greenville
10/3/2023,Male,569000,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45001,Hardtop,Middletown
10/3/2023,Male,1085000,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10500,SUV,Janesville
10/3/2023,Male,1900000,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16001,Hardtop,Middletown
10/3/2023,Male,1470000,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,Passenger,Austin
10/3/2023,Male,2230000,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Red,39001,SUV,Middletown
10/3/2023,Male,1460000,Jeep,Wrangler,Overhead Camshaft,Manual,Red,13001,Hatchback,Aurora
10/3/2023,Male,1410000,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16001,Passenger,Greenville
10/4/2023,Male,13500,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,Sedan,Greenville
10/4/2023,Male,1560000,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,12000,SUV,Pasco
10/4/2023,Male,950000,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,Passenger,Janesville
10/4/2023,Male,411000,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,SUV,Scottsdale
10/4/2023,Male,13500,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,27000,Passenger,Austin
10/4/2023,Male,920000,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25000,Hardtop,Pasco
10/4/2023,Male,1162000,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46200,Sedan,Aurora
10/4/2023,Male,875000,Toyota,RAV4,Overhead Camshaft,Manual,Black,85000,Hatchback,Aurora
10/4/2023,Male,13500,Mercedes-B,SLK,Overhead Camshaft,Manual,Black,26000,Passenger,Greenville
10/4/2023,Male,800000,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,Hardtop,Austin
10/4/2023,Male,1260000,Volvo,C70,Overhead Camshaft,Manual,Black,17000,Hatchback,Janesville
10/4/2023,Male,1175000,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19500,Hardtop,Greenville
10/4/2023,Male,310000,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14000,SUV,Austin
10/4/2023,Male,1550000,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49000,Hatchback,Middletown
10/4/2023,Male,542000,Dodge,Ram Wagon,Overhead Camshaft,Manual,Pale White,16000,Passenger,Austin
10/4/2023,Male,1240000,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000,Passenger,Middletown
10/4/2023,Male,955000,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Aurora
10/4/2023,Female,1680000,Chevrolet,Impala,Overhead Camshaft,Manual,Red,22000,Hatchback,Greenville
10/4/2023,Male,13500,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000,Passenger,Pasco
10/4/2023,Male,1100000,Chrysler,Concorde,Overhead Camshaft,Manual,Pale White,28000,Hardtop,Aurora
10/4/2023,Male,13500,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,Hatchback,Scottsdale
10/4/2023,Male,800000,Acura,RL,Overhead Camshaft,Manual,Red,17001,SUV,Austin
10/4/2023,Male,13500,Toyota,Sienna,Overhead Camshaft,Manual,Black,12001,Passenger,Middletown
10/4/2023,Male,770000,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,Sedan,Aurora
10/4/2023,Male,1100000,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Hatchback,Greenville
10/4/2023,Female,13500,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39001,Passenger,Pasco
10/4/2023,Male,727500,Nissan,Quest,Overhead Camshaft,Manual,Black,19500,SUV,Janesville
10/4/2023,Female,600000,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hatchback,Scottsdale
10/4/2023,Male,13500,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,Hatchback,Pasco
10/4/2023,Male,13500,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Passenger,Janesville
10/4/2023,Male,940000,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,27001,Passenger,Scottsdale
10/4/2023,Female,755000,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,31001,Hardtop,Janesville
10/4/2023,Male,1275000,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27501,Hardtop,Aurora
10/4/2023,Male,1425000,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42501,Hardtop,Aurora
10/4/2023,Male,1010000,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,Passenger,Greenville
10/6/2023,Male,13500,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,16000,Hardtop,Middletown
10/6/2023,Female,350000,Dodge,Stratus,Overhead Camshaft,Manual,Red,25000,Hatchback,Pasco
10/6/2023,Female,2820000,Nissan,Quest,Overhead Camshaft,Manual,Black,12000,SUV,Janesville
10/6/2023,Male,960000,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,Hardtop,Pasco
10/6/2023,Female,500500,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75500,Hatchback,Austin
10/6/2023,Male,2033000,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27300,Hatchback,Aurora
10/6/2023,Male,13500,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,16000,Passenger,Greenville
10/6/2023,Male,13500,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hardtop,Janesville
10/6/2023,Male,2705000,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,26500,Sedan,Janesville
10/6/2023,Male,1616000,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9600,Hatchback,Scottsdale
10/6/2023,Male,1656000,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,22600,SUV,Austin
10/6/2023,Female,13500,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hardtop,Greenville
10/6/2023,Male,707000,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,31000,SUV,Aurora
10/6/2023,Male,770000,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,SUV,Greenville
10/6/2023,Male,582000,Porsche,Boxter,Overhead Camshaft,Manual,Red,24000,SUV,Pasco
10/6/2023,Male,13500,Honda,Accord,Overhead Camshaft,Manual,Black,43000,Sedan,Austin
10/6/2023,Female,1160000,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,54001,Sedan,Middletown
10/6/2023,Male,925000,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Red,22001,SUV,Aurora
10/6/2023,Male,475000,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71001,SUV,Greenville
10/6/2023,Male,13500,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17001,Sedan,Pasco
10/6/2023,Male,677000,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27000,Passenger,Pasco
10/6/2023,Male,13500,Ford,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61001,Hardtop,Pasco
10/6/2023,Male,565000,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26000,Sedan,Scottsdale
10/6/2023,Male,1232000,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45201,Hardtop,Janesville
10/6/2023,Male,645000,Hyundai,Accent,Overhead Camshaft,Manual,Black,18000,Hatchback,Middletown
10/7/2023,Male,1300000,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001,Sedan,Middletown
10/7/2023,Female,505000,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38001,Passenger,Aurora
10/7/2023,Female,940000,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,17001,Hatchback,Greenville
10/7/2023,Male,559000,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Red,31000,Hardtop,Austin
10/7/2023,Male,13500,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Black,26001,Hatchback,Janesville
10/7/2023,Male,585000,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34001,Passenger,Austin
10/7/2023,Male,1162000,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,19201,Hatchback,Middletown
10/7/2023,Male,13500,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,SUV,Aurora
10/7/2023,Male,589000,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,SUV,Greenville
10/7/2023,Male,2345000,Audi,A6,Overhead Camshaft,Manual,Pale White,14500,SUV,Pasco
10/7/2023,Female,1200000,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41000,SUV,Janesville
10/7/2023,Male,1600000,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,Hardtop,Pasco
10/7/2023,Female,1520000,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,Hardtop,Greenville
10/7/2023,Female,1600000,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11000,Sedan,Middletown
10/7/2023,Male,13500,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,Hardtop,Austin
10/7/2023,Male,1042000,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22200,Hardtop,Pasco
10/7/2023,Female,715750,Volvo,C70,Overhead Camshaft,Manual,Pale White,24750,Hatchback,Scottsdale
10/7/2023,Female,862500,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19500,Passenger,Austin
10/7/2023,Male,651000,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,Passenger,Middletown
10/7/2023,Male,770000,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Red,12000,Passenger,Aurora
10/7/2023,Male,710000,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Red,31000,Passenger,Aurora
10/7/2023,Male,555000,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,33000,SUV,Greenville
10/7/2023,Male,700000,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Sedan,Pasco
10/7/2023,Male,950000,Toyota,4Runner,Overhead Camshaft,Manual,Black,25000,Sedan,Janesville
10/7/2023,Male,13500,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22001,Hardtop,Austin
10/8/2023,Male,1150000,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20001,Passenger,Scottsdale
10/8/2023,Male,560000,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9001,Passenger,Austin
10/8/2023,Female,13500,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hardtop,Austin
10/8/2023,Male,718000,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,Hardtop,Greenville
10/8/2023,Male,1117000,Ford,Escort,DoubleÂ Overhead Camshaft,Auto,Red,15700,Passenger,Janesville
10/8/2023,Female,400000,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,SUV,Scottsdale
10/8/2023,Male,600000,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Austin
10/8/2023,Male,407500,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,25500,Hardtop,Austin
10/8/2023,Male,1255000,Dodge,Stratus,DoubleÂ Overhead Camshaft,Auto,Red,31500,Hatchback,Greenville
10/8/2023,Male,420500,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23500,Hatchback,Pasco
10/8/2023,Male,1675000,Subaru,Forester,Overhead Camshaft,Manual,Red,26500,Hardtop,Janesville
10/8/2023,Male,535000,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,SUV,Scottsdale
10/8/2023,Male,900000,Ford,Expedition,Overhead Camshaft,Manual,Red,22000,SUV,Greenville
10/8/2023,Male,525000,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,Hardtop,Aurora
10/8/2023,Male,13500,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hardtop,Pasco
10/8/2023,Female,599900,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,19900,Passenger,Scottsdale
10/8/2023,Female,1230000,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,36000,Hatchback,Austin
10/8/2023,Male,1901000,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12100,Hatchback,Middletown
10/8/2023,Male,13500,BMW,323i,Overhead Camshaft,Manual,Red,21000,Hatchback,Aurora
10/8/2023,Male,13500,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,Hatchback,Greenville
10/9/2023,Female,1250000,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,45001,Passenger,Greenville
10/9/2023,Male,635000,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,19001,Hatchback,Pasco
10/9/2023,Female,375790,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20791,Hatchback,Janesville
10/9/2023,Male,800000,Subaru,Forester,Overhead Camshaft,Manual,Red,26000,Hardtop,Pasco
10/9/2023,Male,1050000,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,22001,Hatchback,Austin
10/9/2023,Female,810000,Mercedes-B,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18000,Hardtop,Greenville
10/9/2023,Male,3520000,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41000,SUV,Greenville
10/9/2023,Female,740000,Ford,Expedition,Overhead Camshaft,Manual,Black,18000,SUV,Pasco
10/9/2023,Female,13500,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,Hardtop,Pasco
10/9/2023,Male,1400000,Lincoln,Continental,Overhead Camshaft,Manual,Red,82000,Passenger,Scottsdale
10/9/2023,Female,1416000,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,39600,Passenger,Austin
10/9/2023,Male,438000,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,31000,Hardtop,Aurora
10/9/2023,Male,926000,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Red,29000,Sedan,Scottsdale
10/9/2023,Male,1230000,Toyota,Corolla,Overhead Camshaft,Manual,Red,14000,Passenger,Austin
10/9/2023,Male,1560000,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,14000,SUV,Middletown
10/9/2023,Male,585500,BMW,528i,Overhead Camshaft,Manual,Black,21500,SUV,Austin
10/9/2023,Female,600000,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39000,Hardtop,Middletown
10/9/2023,Female,1575000,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32500,Hardtop,Greenville
10/9/2023,Male,1005000,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20501,Hatchback,Greenville
10/9/2023,Male,13500,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14001,SUV,Pasco
10/9/2023,Male,790000,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Pale White,26001,Hardtop,Middletown
10/9/2023,Male,790000,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14000,SUV,Janesville
10/9/2023,Male,695000,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41000,Sedan,Scottsdale
10/9/2023,Male,905000,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,45000,SUV,Austin
10/9/2023,Female,930000,Chevrolet,Impala,Overhead Camshaft,Manual,Red,22000,Hatchback,Middletown
10/10/2023,Male,13500,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,Hardtop,Austin
10/10/2023,Male,13500,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69001,Sedan,Scottsdale
10/10/2023,Male,13500,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,27001,Passenger,Austin
10/10/2023,Female,760000,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,24001,Passenger,Middletown
10/10/2023,Male,1100000,Ford,Ranger,Overhead Camshaft,Manual,Black,18000,Hardtop,Middletown
10/10/2023,Male,940000,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,12001,SUV,Greenville
10/10/2023,Female,1350000,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14001,SUV,Greenville
10/10/2023,Female,13500,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51001,Sedan,Pasco
10/10/2023,Female,13500,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,Sedan,Janesville
10/10/2023,Male,453000,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21000,Hardtop,Greenville
10/10/2023,Male,13500,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,SUV,Janesville
10/10/2023,Male,13500,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26001,Hatchback,Scottsdale
10/10/2023,Male,13500,Hyundai,Sonata,Overhead Camshaft,Manual,Black,15000,SUV,Austin
10/10/2023,Female,1450000,Buick,Park Avenue,Overhead Camshaft,Manual,Red,45000,Hatchback,Middletown
10/10/2023,Male,13500,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,Hardtop,Middletown
10/10/2023,Male,1475000,Ford,Expedition,Overhead Camshaft,Manual,Pale White,14500,SUV,Greenville
10/10/2023,Male,13500,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,19001,Sedan,Pasco
10/10/2023,Male,558000,Infiniti,I30,Overhead Camshaft,Manual,Red,22000,Hardtop,Austin
10/10/2023,Male,2000000,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Red,22000,SUV,Aurora
10/10/2023,Male,13500,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,SUV,Greenville
10/10/2023,Male,820000,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hatchback,Pasco
10/10/2023,Male,1530000,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,13000,Passenger,Janesville
10/10/2023,Male,335000,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,Hardtop,Janesville
10/10/2023,Male,1200000,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,SUV,Austin
10/10/2023,Male,1325500,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34550,Sedan,Middletown
10/10/2023,Male,890000,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,34000,Sedan,Aurora
10/10/2023,Female,1120000,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,31000,SUV,Greenville
10/10/2023,Male,13500,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51001,Sedan,Janesville
10/10/2023,Male,470000,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Sedan,Scottsdale
10/10/2023,Male,810000,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19000,SUV,Austin
10/10/2023,Female,600000,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,Hatchback,Janesville
10/10/2023,Male,13500,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,Hardtop,Middletown
10/10/2023,Female,723000,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,Hatchback,Austin
10/10/2023,Female,626000,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Red,29000,Sedan,Middletown
10/10/2023,Female,590000,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,SUV,Aurora
10/10/2023,Female,1201000,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,23100,SUV,Greenville
10/10/2023,Male,13500,Volkswagen,Cabrio,Overhead Camshaft,Manual,Red,25000,Sedan,Aurora
10/10/2023,Female,13500,Dodge,Dakota,Overhead Camshaft,Manual,Red,12000,Sedan,Greenville
10/10/2023,Female,316000,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,SUV,Pasco
10/10/2023,Female,312000,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Hatchback,Janesville
10/10/2023,Female,1340000,Cadillac,Seville,Overhead Camshaft,Manual,Black,44001,Hardtop,Austin
10/10/2023,Male,13500,Chevrolet,Malibu,Overhead Camshaft,Manual,Red,82001,Hardtop,Janesville
10/10/2023,Female,860000,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21001,Hardtop,Pasco
10/10/2023,Male,1266000,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19600,Sedan,Scottsdale
10/10/2023,Male,710000,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Pale White,26000,Hatchback,Austin
10/11/2023,Female,2700000,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19001,SUV,Scottsdale
10/11/2023,Female,1670000,Saturn,LW,Overhead Camshaft,Manual,Pale White,13001,Hatchback,Austin
10/11/2023,Female,1100000,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hardtop,Austin
10/11/2023,Male,1041000,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21100,Hardtop,Aurora
10/11/2023,Male,13500,Nissan,Quest,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,SUV,Pasco
10/11/2023,Male,497000,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,24000,Passenger,Janesville
10/11/2023,Male,550000,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,Passenger,Pasco
10/11/2023,Female,940000,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,Janesville
10/11/2023,Female,13500,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,Passenger,Middletown
10/11/2023,Female,550000,Saab,5-Sep,Overhead Camshaft,Manual,Pale White,28000,Hatchback,Aurora
10/13/2023,Male,1100000,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hardtop,Aurora
10/13/2023,Female,560000,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32001,Hatchback,Aurora
